# Метеостанция Москва (центр, Балчуг), Россия, WMO_ID=27605, выборка с 01.04.2019 по 08.12.2019, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27605&lang=ru
#
"Местное время в Москве (центр, Балчуг)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.06.2019 06:00";"23.4";"756.7";"767.5";"";"50";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"19.7";"";"";"";"";"";"";"10.0";"12.4";"Осадков нет";"12";"";"";"";"";
"07.06.2019 03:00";"20.5";"756.4";"767.4";"";"58";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"07.06.2019 00:00";"22.9";"756.0";"766.9";"";"37";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.4";"";"";"";"";"";"";
"06.06.2019 21:00";"25.9";"755.6";"766.4";"";"30";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"7.1";"Осадков нет";"12";"";"";"";"";
"06.06.2019 18:00";"29.5";"755.4";"766.0";"";"24";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.9";"Осадков нет";"12";"";"";"";"";
"06.06.2019 15:00";"29.5";"756.2";"766.9";"";"23";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.4";"";"";"";"";"";"";
"06.06.2019 12:00";"27.8";"756.9";"767.6";"";"26";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.5";"";"";"";"";"";"";
"06.06.2019 09:00";"25.5";"757.3";"768.1";"";"32";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"18.1";"";"";"";"";"";"";"10.0";"7.7";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"12.0";"";"";
"06.06.2019 06:00";"20.7";"757.1";"768.1";"";"46";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"18.1";"";"";"";"";"";"";"10.0";"8.6";"Осадков нет";"12";"";"";"";"";
"06.06.2019 03:00";"18.9";"756.7";"767.8";"";"50";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.3";"";"";"";"";"";"";
"06.06.2019 00:00";"20.9";"756.4";"767.4";"";"40";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.8";"";"";"";"";"";"";
"05.06.2019 21:00";"23.7";"755.8";"766.6";"";"30";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"27.6";"";"";"";"";"";"10.0";"5.3";"Осадков нет";"12";"";"";"";"";
"05.06.2019 18:00";"27.2";"756.0";"766.7";"";"22";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.7";"Осадков нет";"12";"";"";"";"";
"05.06.2019 15:00";"27.2";"756.8";"767.5";"";"23";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.3";"";"";"";"";"";"";
"05.06.2019 12:00";"24.9";"757.6";"768.5";"";"25";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.3";"";"";"";"";"";"";
"05.06.2019 09:00";"22.7";"757.8";"768.7";"";"34";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"15.1";"";"";"";"";"";"";"10.0";"5.8";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"10.0";"";"";
"05.06.2019 06:00";"18.5";"757.7";"768.8";"";"45";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"15.1";"";"";"";"";"";"";"10.0";"6.4";"Осадков нет";"12";"";"";"";"";
"05.06.2019 03:00";"15.8";"757.0";"768.2";"";"49";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.9";"";"";"";"";"";"";
"05.06.2019 00:00";"17.6";"756.7";"767.8";"";"44";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.0";"";"";"";"";"";"";
"04.06.2019 21:00";"21.0";"756.2";"767.2";"";"32";"Ветер, дующий с востоко-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"24.7";"";"";"";"";"";"10.0";"3.7";"Осадков нет";"12";"";"";"";"";
"04.06.2019 18:00";"24.2";"756.3";"767.2";"";"23";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.9";"Осадков нет";"12";"";"";"";"";
"04.06.2019 15:00";"24.1";"757.3";"768.1";"";"24";"Ветер, дующий с востоко-северо-востока";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"2.0";"";"";"";"";"";"";
"04.06.2019 12:00";"21.5";"758.1";"769.0";"";"28";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.2";"";"";"";"";"";"";
"04.06.2019 09:00";"19.8";"758.3";"769.3";"";"31";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"13.4";"";"";"";"";"";"";"10.0";"1.9";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"9.0";"";"";
"04.06.2019 06:00";"16.4";"757.8";"769.0";"";"41";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"13.4";"";"";"";"";"";"";"10.0";"3.0";"Осадков нет";"12";"";"";"";"";
"04.06.2019 03:00";"14.6";"757.0";"768.2";"";"48";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.5";"";"";"";"";"";"";
"04.06.2019 00:00";"15.8";"756.1";"767.3";"";"44";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.5";"";"";"";"";"";"";
"03.06.2019 21:00";"18.4";"755.2";"766.2";"";"34";"Ветер, дующий с севера";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"20.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"2.1";"Осадков нет";"12";"";"";"";"";
"03.06.2019 18:00";"20.0";"753.9";"764.8";"";"30";"Ветер, дующий с северо-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"2.0";"Осадков нет";"12";"";"";"";"";
"03.06.2019 15:00";"20.0";"753.6";"764.5";"";"33";"Ветер, дующий с северо-запада";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"3.0";"";"";"";"";"";"";
"03.06.2019 12:00";"18.8";"752.7";"763.7";"";"44";"Ветер, дующий с запада";"3";"";"11";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"6.3";"";"";"";"";"";"";
"03.06.2019 09:00";"18.7";"751.0";"761.9";"";"53";"Ветер, дующий с северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"17.0";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"8.9";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"13.0";"";"";
"03.06.2019 06:00";"17.8";"749.7";"760.6";"";"69";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"17.0";"";"";"";"";"";"";"10.0";"12.0";"Осадков нет";"12";"";"";"";"";
"03.06.2019 03:00";"17.8";"749.0";"760.0";"";"66";"Ветер, дующий с западо-северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"03.06.2019 00:00";"20.3";"748.3";"759.1";"";"58";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"02.06.2019 21:00";"22.4";"748.1";"758.9";"";"50";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"26.5";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"11.5";"Осадков нет";"12";"";"";"";"";
"02.06.2019 18:00";"25.8";"748.3";"759.0";"";"33";"Ветер, дующий с юго-запада";"1";"";"";"50%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"8.5";"Осадков нет";"12";"";"";"";"";
"02.06.2019 15:00";"25.9";"749.8";"760.4";"";"34";"Ветер, дующий с запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"8.9";"";"";"";"";"";"";
"02.06.2019 12:00";"24.2";"751.2";"762.0";"";"41";"Ветер, дующий с запада";"1";"";"";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.2";"";"";"";"";"";"";
"02.06.2019 09:00";"19.8";"752.4";"763.3";"";"58";"Ветер, дующий с востоко-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"15.1";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.2";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"11.0";"";"";
"02.06.2019 06:00";"18.4";"753.0";"764.0";"";"56";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"15.1";"";"";"";"";"";"";"10.0";"9.5";"Осадков нет";"12";"";"";"";"";
"02.06.2019 03:00";"15.9";"753.1";"764.2";"";"62";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.6";"";"";"";"";"";"";
"02.06.2019 00:00";"17.5";"753.0";"764.0";"";"49";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";"";
"01.06.2019 21:00";"19.9";"752.4";"763.3";"";"48";"Ветер, дующий с северо-северо-запада";"1";"";"";"20–30%.";" ";"";"";"";"23.3";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"8.5";"Осадков нет";"12";"";"";"";"";
"01.06.2019 18:00";"22.4";"751.8";"762.7";"";"41";"Ветер, дующий с запада";"2";"";"";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"8.4";"Осадков нет";"12";"";"";"";"";
"01.06.2019 15:00";"21.6";"751.9";"762.7";"";"44";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"8.8";"";"";"";"";"";"";
"01.06.2019 12:00";"22.0";"751.6";"762.5";"";"38";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"1000-1500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"6.8";"";"";"";"";"";"";
"01.06.2019 09:00";"20.5";"751.6";"762.5";"";"41";"Ветер, дующий с запада";"1";"";"";"70 – 80%.";" ";"";"";"17.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"6.9";"Осадков нет";"12";"Поверхность почвы влажная.";"14.0";"";"";
"01.06.2019 06:00";"17.9";"750.6";"761.5";"";"59";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"17.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"9.7";"Осадков нет";"12";"";"";"";"";
"01.06.2019 03:00";"18.5";"750.4";"761.5";"";"67";"Ветер, дующий с запада";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"12.2";"";"";"";"";"";"";
"01.06.2019 00:00";"20.1";"750.6";"761.5";"";"70";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"14.4";"";"";"";"";"";"";
"31.05.2019 21:00";"22.0";"750.1";"760.9";"";"62";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"24.4";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"14.4";"0.5";"12";"";"";"";"";
"31.05.2019 18:00";"24.1";"750.4";"761.2";"";"55";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"14.4";"0.5";"12";"";"";"";"";
"31.05.2019 15:00";"23.8";"751.2";"761.9";"";"59";"Ветер, дующий с западо-северо-запада";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"15.2";"";"";"";"";"";"";
"31.05.2019 12:00";"19.4";"752.4";"763.3";"";"76";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"";"";"10.0";"15.0";"";"";"";"";"";"";
"31.05.2019 09:00";"16.9";"753.1";"764.2";"";"83";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";" ";"";"";"15.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"13.9";"Осадков нет";"12";"Поверхность почвы влажная.";"16.0";"";"";
"31.05.2019 06:00";"15.9";"753.7";"764.8";"";"87";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"15.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"13.7";"0.5";"12";"";"";"";"";
"31.05.2019 03:00";"16.5";"754.2";"765.2";"";"85";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"14.0";"";"";"";"";"";"";
"31.05.2019 00:00";"17.4";"754.2";"765.2";"";"81";"Ветер, дующий с западо-северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"14.0";"";"";"";"";"";"";
"30.05.2019 21:00";"19.7";"753.4";"764.4";"";"80";"Ветер, дующий с севера";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"29.4";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные, образовавшиеся от кучево-дождевых.";"10.0";"16.1";"13.0";"12";"";"";"";"";
"30.05.2019 18:00";"19.4";"753.3";"764.2";"";"88";"Ветер, дующий с востоко-северо-востока";"1";"";"10";"90  или более, но не 100%";"Слабый дождь в срок наблюдения. Гроза в течение последнего часа, но не в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"17.4";"13.0";"12";"";"";"";"";
"30.05.2019 15:00";"29.0";"752.1";"762.7";"";"35";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"11.8";"";"";"";"";"";"";
"30.05.2019 12:00";"28.4";"751.9";"762.5";"";"34";"Ветер, дующий с западо-юго-запада";"1";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.1";"";"";"";"";"";"";
"30.05.2019 09:00";"25.0";"751.7";"762.4";"";"46";"Ветер, дующий с западо-юго-запада";"1";"";"";"50%.";" ";"";"";"20.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.7";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"16.0";"";"";
"30.05.2019 06:00";"21.1";"751.5";"762.4";"";"61";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"20.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"13.3";"Осадков нет";"12";"";"";"";"";
"30.05.2019 03:00";"21.5";"751.5";"762.4";"";"56";"Ветер, дующий с юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"12.2";"";"";"";"";"";"";
"30.05.2019 00:00";"23.1";"751.3";"762.1";"";"46";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"10.9";"";"";"";"";"";"";
"29.05.2019 21:00";"25.8";"750.7";"761.4";"";"37";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"9.8";"Осадков нет";"12";"";"";"";"";
"29.05.2019 18:00";"29.0";"750.6";"761.2";"";"31";"Ветер, дующий с юго-юго-запада";"1";"";"";"40%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"10.0";"Осадков нет";"12";"";"";"";"";
"29.05.2019 15:00";"30.4";"751.3";"761.8";"";"28";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.1";"";"";"";"";"";"";
"29.05.2019 12:00";"28.5";"751.8";"762.4";"";"33";"Ветер, дующий с юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"10.5";"";"";"";"";"";"";
"29.05.2019 09:00";"26.2";"751.7";"762.4";"";"38";"Ветер, дующий с западо-юго-запада";"1";"";"";"40%.";" ";"";"";"19.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"10.9";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"15.0";"";"";
"29.05.2019 06:00";"22.2";"751.6";"762.4";"";"56";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"19.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"13.0";"Осадков нет";"12";"";"";"";"";
"29.05.2019 03:00";"20.3";"750.9";"761.8";"";"61";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.6";"";"";"";"";"";"";
"29.05.2019 00:00";"22.6";"750.5";"761.3";"";"55";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"13.1";"";"";"";"";"";"";
