# Метеостанция Москва (ВДНХ), Россия, WMO_ID=27612, выборка с 01.04.2019 по 08.12.2019, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27612&lang=ru
#
"Местное время в Москве (ВДНХ)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.04.2019 12:00";"10.8";"750.8";"765.2";"-0.5";"22";"Ветер, дующий с востоко-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-10.1";"";"";"";"";"";"";
"30.04.2019 09:00";"7.7";"751.3";"765.8";"0.0";"35";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"1.4";"";"";"";"";"";"";"10.0";"-6.8";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"2.0";"";"";
"30.04.2019 06:00";"1.8";"751.3";"766.2";"-0.3";"52";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"1.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"-7.1";"Осадков нет";"12";"";"";"";"";
"30.04.2019 03:00";"3.4";"751.6";"766.3";"-0.1";"42";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-8.3";"";"";"";"";"";"";
"30.04.2019 00:00";"5.2";"751.7";"766.4";"0.3";"35";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-9.0";"";"";"";"";"";"";
"29.04.2019 21:00";"7.9";"751.4";"766.0";"0.3";"29";"Ветер, дующий с востоко-северо-востока";"1";"";"";"20–30%.";" ";"";"";"";"10.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-9.2";"Осадков нет";"12";"";"";"";"";
"29.04.2019 18:00";"10.0";"751.1";"765.5";"-1.1";"23";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-10.1";"Осадков нет";"12";"";"";"";"";
"29.04.2019 15:00";"9.7";"752.2";"766.6";"-1.2";"23";"Ветер, дующий с северо-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-10.5";"";"";"";"";"";"";
"29.04.2019 12:00";"8.3";"753.4";"767.9";"-0.5";"29";"Ветер, дующий с севера";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-9.0";"";"";"";"";"";"";
"29.04.2019 09:00";"6.0";"753.9";"768.5";"0.8";"32";"Ветер, дующий с востоко-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"0.2";"";"";"";"";"";"";"10.0";"-9.7";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"1.0";"";"";
"29.04.2019 06:00";"1.6";"753.1";"768.0";"0.5";"53";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"0.2";"";"";"";"";"";"";"10.0";"-7.0";"Осадков нет";"12";"";"";"";"";
"29.04.2019 03:00";"2.1";"752.6";"767.5";"0.8";"52";"Ветер, дующий с востоко-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-6.9";"";"";"";"";"";"";
"29.04.2019 00:00";"4.2";"751.8";"766.6";"1.4";"43";"Ветер, дующий с востоко-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-7.4";"";"";"";"";"";"";
"28.04.2019 21:00";"7.1";"750.4";"765.0";"2.0";"31";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"11.8";"";"";"";"";"";"";"-9.0";"Осадков нет";"12";"";"";"";"";
"28.04.2019 18:00";"10.2";"748.4";"762.8";"0.1";"26";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-8.4";"0.1";"12";"";"";"";"";
"28.04.2019 15:00";"11.7";"748.3";"762.6";"0.9";"24";"Ветер, дующий с северо-востока";"2";"";"10";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-8.4";"";"";"";"";"";"";
"28.04.2019 12:00";"9.4";"747.4";"761.8";"1.8";"34";"Ветер, дующий с северо-северо-востока";"4";"";"11";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-5.9";"";"";"";"";"";"";
"28.04.2019 09:00";"6.4";"745.6";"760.1";"2.7";"70";"Ветер, дующий с северо-востока";"3";"";"11";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"6.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"1.2";"0.1";"12";"Поверхность почвы влажная.";"8.0";"";"";
"28.04.2019 06:00";"10.3";"742.9";"757.0";"1.9";"70";"Ветер, дующий с северо-северо-востока";"3";"";"";"100%.";" ";"";"";"10.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"5.0";"Осадков нет";"12";"";"";"";"";
"28.04.2019 03:00";"14.3";"741.0";"755.0";"0.9";"50";"Ветер, дующий с северо-северо-востока";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"4.0";"";"";"";"";"";"";
"28.04.2019 00:00";"15.0";"740.1";"754.0";"-0.7";"45";"Ветер, дующий с западо-юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"3.2";"";"";"";"";"";"";
"27.04.2019 21:00";"17.0";"740.8";"754.7";"-0.8";"36";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"24.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"1.7";"Осадков нет";"12";"";"";"";"";
"27.04.2019 18:00";"22.2";"741.6";"755.2";"-1.6";"24";"Ветер, дующий с запада";"1";"";"11";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.4";"Осадков нет";"12";"";"";"";"";
"27.04.2019 15:00";"21.3";"743.2";"756.9";"-1.4";"22";"Ветер, дующий с севера";"5";"13";"13";"70 – 80%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-1.2";"";"";"";"";"";"";
"27.04.2019 12:00";"22.7";"744.6";"758.2";"-1.3";"27";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"2.7";"";"";"";"";"";"";
"27.04.2019 09:00";"17.8";"745.9";"759.8";"-1.0";"36";"Ветер, дующий с юго-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"10.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"2.4";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"8.0";"";"";
"27.04.2019 06:00";"10.9";"746.9";"761.2";"-1.1";"63";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"10.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"4.1";"Осадков нет";"12";"";"";"";"";
"27.04.2019 03:00";"12.5";"748.0";"762.3";"-1.1";"56";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"4.0";"";"";"";"";"";"";
"27.04.2019 00:00";"15.0";"749.1";"763.3";"-0.4";"48";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"4.0";"";"";"";"";"";"";
"26.04.2019 21:00";"19.2";"749.5";"763.5";"-0.3";"28";"Ветер, дующий с востоко-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"23.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"0.0";"Осадков нет";"12";"";"";"";"";
"26.04.2019 18:00";"21.2";"749.8";"763.6";"-1.2";"22";"Ветер, дующий с востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-1.2";"Осадков нет";"12";"";"";"";"";
"26.04.2019 15:00";"22.2";"751.0";"764.8";"-1.0";"21";"Ветер, дующий с западо-северо-запада";"1";"";"";"50%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-1.2";"";"";"";"";"";"";
"26.04.2019 12:00";"20.9";"752.0";"765.9";"-0.5";"23";"Ветер, дующий с юго-юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"-1.0";"";"";"";"";"";"";
"26.04.2019 09:00";"18.0";"752.5";"766.5";"0.0";"33";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"10.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"1.4";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"7.0";"";"";
"26.04.2019 06:00";"10.3";"752.5";"766.9";"0.1";"61";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"10.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"3.1";"Осадков нет";"12";"";"";"";"";
"26.04.2019 03:00";"13.3";"752.4";"766.6";"0.3";"44";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"1.3";"";"";"";"";"";"";
"26.04.2019 00:00";"15.8";"752.1";"766.3";"0.2";"40";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"2.2";"";"";"";"";"";"";
"25.04.2019 21:00";"18.0";"751.9";"765.9";"-0.1";"36";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"24.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"2.8";"Осадков нет";"12";"";"";"";"";
"25.04.2019 18:00";"22.6";"752.0";"765.8";"-1.1";"21";"Ветер, дующий с северо-северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.6";"Осадков нет";"12";"";"";"";"";
"25.04.2019 15:00";"23.5";"753.1";"766.9";"-0.9";"20";"Ветер, дующий с северо-северо-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.8";"";"";"";"";"";"";
"25.04.2019 12:00";"22.4";"754.0";"767.9";"-0.7";"23";"Ветер, дующий с северо-северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"0.2";"";"";"";"";"";"";
"25.04.2019 09:00";"18.9";"754.7";"768.7";"-0.2";"30";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"8.2";"";"";"";"";"";"";"10.0";"0.9";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"6.0";"";"";
"25.04.2019 06:00";"8.5";"754.9";"769.5";"0.0";"68";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"8.2";"";"";"";"";"";"";"10.0";"2.9";"Осадков нет";"12";"";"";"";"";
"25.04.2019 03:00";"10.0";"754.9";"769.4";"0.0";"63";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"25.04.2019 00:00";"11.6";"754.9";"769.3";"0.0";"56";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"24.04.2019 21:00";"15.6";"754.9";"769.0";"0.0";"41";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"22.7";"";"";"";"";"";"";"2.4";"Осадков нет";"12";"";"";"";"";
"24.04.2019 18:00";"21.8";"754.9";"768.8";"-1.1";"23";"Ветер, дующий с севера";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.3";"Осадков нет";"12";"";"";"";"";
"24.04.2019 15:00";"22.3";"756.0";"769.9";"-0.7";"22";"Ветер, дующий с северо-северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.7";"";"";"";"";"";"";
"24.04.2019 12:00";"20.9";"756.7";"770.7";"-0.7";"24";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.5";"";"";"";"";"";"";
"24.04.2019 09:00";"17.1";"757.4";"771.6";"0.4";"32";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"7.0";"";"";"";"";"";"";"10.0";"0.0";"Осадков нет";"12";"Поверхность почвы влажная.";"4.0";"";"";
"24.04.2019 06:00";"7.2";"757.0";"771.7";"0.3";"73";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"7.0";"";"";"";"";"";"";"10.0";"2.6";"Осадков нет";"12";"";"";"";"";
"24.04.2019 03:00";"9.1";"756.7";"771.3";"0.5";"60";"Ветер, дующий с западо-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"24.04.2019 00:00";"12.3";"756.2";"770.6";"0.4";"43";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"23.04.2019 21:00";"14.3";"755.8";"770.1";"0.3";"36";"Ветер, дующий с северо-запада";"1";"";"12";"20–30%.";" ";"";"";"";"18.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-0.7";"Осадков нет";"12";"";"";"";"";
"23.04.2019 18:00";"17.8";"755.5";"769.6";"-0.8";"27";"Ветер, дующий с северо-запада";"2";"";"12";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-1.5";"Осадков нет";"12";"";"";"";"";
"23.04.2019 15:00";"17.6";"756.3";"770.4";"-0.8";"25";"Ветер, дующий с северо-запада";"2";"";"12";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-2.5";"";"";"";"";"";"";
"23.04.2019 12:00";"17.0";"757.1";"771.3";"-0.1";"28";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-1.7";"";"";"";"";"";"";
"23.04.2019 09:00";"15.0";"757.2";"771.5";"0.2";"31";"Ветер, дующий с северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"6.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-2.3";"Осадков нет";"12";"Поверхность почвы влажная.";"4.0";"";"";
"23.04.2019 06:00";"6.8";"757.0";"771.7";"0.3";"69";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"6.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";"10.0";"1.4";"Осадков нет";"12";"";"";"";"";
"23.04.2019 03:00";"7.9";"756.7";"771.4";"0.3";"62";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"23.04.2019 00:00";"8.9";"756.4";"771.0";"0.2";"54";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"22.04.2019 21:00";"12.4";"756.2";"770.6";"0.2";"36";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"18.8";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"";"-2.2";"Осадков нет";"12";"";"";"";"";
"22.04.2019 18:00";"17.9";"756.0";"770.1";"-1.0";"21";"Ветер, дующий с севера";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-4.5";"Осадков нет";"12";"";"";"";"";
"22.04.2019 15:00";"17.5";"757.0";"771.1";"-1.1";"23";"Ветер, дующий с северо-запада";"2";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-4.2";"";"";"";"";"";"";
"22.04.2019 12:00";"16.3";"758.1";"772.3";"-0.1";"24";"Ветер, дующий с севера";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-4.5";"";"";"";"";"";"";
"22.04.2019 09:00";"13.0";"758.2";"772.6";"0.6";"36";"Ветер, дующий с северо-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"3.1";"";"";"";"";"";"";"10.0";"-2.0";"Осадков нет";"12";"Поверхность почвы влажная.";"1.0";"";"";
"22.04.2019 06:00";"3.5";"757.6";"772.5";"0.3";"74";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"3.1";"";"";"";"";"";"";"10.0";"-0.7";"Осадков нет";"12";"";"";"";"";
"22.04.2019 03:00";"4.2";"757.3";"772.2";"0.4";"64";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"22.04.2019 00:00";"7.1";"756.9";"771.5";"0.5";"54";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"21.04.2019 21:00";"10.4";"756.4";"770.8";"0.8";"45";"Штиль, безветрие";"0";"";"";"10%  или менее, но не 0";" ";"";"";"";"18.0";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-1.2";"Осадков нет";"12";"";"";"";"";
"21.04.2019 18:00";"16.2";"755.6";"769.8";"-0.4";"20";"Ветер, дующий с северо-северо-востока";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-6.7";"Осадков нет";"12";"";"";"";"";
"21.04.2019 15:00";"17.2";"756.0";"770.2";"-0.5";"20";"Ветер, дующий с северо-востока";"1";"";"";"50%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-5.8";"";"";"";"";"";"";
"21.04.2019 12:00";"16.1";"756.5";"770.7";"0.2";"22";"Ветер, дующий с юго-юго-востока";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-5.5";"";"";"";"";"";"";
"21.04.2019 09:00";"11.1";"756.3";"770.8";"0.8";"47";"Ветер, дующий с востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"6.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.0";"Осадков нет";"12";"Поверхность почвы влажная.";"5.0";"";"";
"21.04.2019 06:00";"7.1";"755.5";"770.2";"0.4";"67";"Ветер, дующий с востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"6.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"1.4";"Осадков нет";"12";"";"";"";"";
"21.04.2019 03:00";"7.3";"755.1";"769.6";"0.1";"67";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"1.6";"";"";"";"";"";"";
"21.04.2019 00:00";"7.9";"755.0";"769.6";"0.4";"61";"Ветер, дующий с востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"0.8";"";"";"";"";"";"";
"20.04.2019 21:00";"9.7";"754.6";"769.1";"0.5";"50";"Ветер, дующий с севера";"1";"";"";"70 – 80%.";" ";"";"";"";"13.1";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-0.4";"Осадков нет";"12";"";"";"";"";
"20.04.2019 18:00";"11.9";"754.1";"768.4";"0.1";"39";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-1.7";"Осадков нет";"12";"";"";"";"";
